	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000002064	4027	3566	3850	2344	3178.001	3145	3274	1986	3230
ENSMUSG00000002068	886	822.001	896	1114.999	1464	1360	1643.001	1102	1573
ENSMUSG00000002076	11	8	15	8	15	21	22.001	8	27
ENSMUSG00000002083	1041	906	1039	496	700	631	504	386	569
ENSMUSG00000002100	0	0	0	1	0	0	0	0	1
ENSMUSG00000002102	7733	6903	7819	6141.001	8348.001	7861.001	8528	5514.001	8623.999
ENSMUSG00000002103	1093	910	998	723.999	1111	997	1084	732	1059.001
ENSMUSG00000002104	68	79	97	57	90	72	87	66	90
ENSMUSG00000002105	2086.999	1988	2202	1526	2073.999	1969.001	2170	1460.001	2249
ENSMUSG00000002107	1419.001	1213.002	1433.998	1485.999	1998	1874.001	2135.999	1494.001	2164
ENSMUSG00000002108	1	3	2	4	4	0	5	2	3
ENSMUSG00000002109	451	398	479	259.001	320	310	314.001	246	387
ENSMUSG00000002111	0	2	1	0	2	1	0	0	3
ENSMUSG00000002129	4698	4199.001	4478	3219.001	4102	3982	3843	2518	3865
ENSMUSG00000002147	1038	900	1050	1478	2023	1912	2015	1392	2030.001
ENSMUSG00000002190	0	0	0	1	0	0	0	0	0
ENSMUSG00000002204	13	12	8	8	12	13	6	12	9
ENSMUSG00000002205	931	818	933.999	565	839	784	855.999	570	872
ENSMUSG00000002210	1016	852	1020.999	624	814.999	810	775	484	731.001
ENSMUSG00000002221	1570.999	1442	1580.999	1324	1796	1708.999	1798	1198	1833
ENSMUSG00000002222	3075	2729	2983	2182	2841	2846	3117	2116	3058.001
ENSMUSG00000002227	1904.999	1709	1844	1621.001	2260.002	2293	2480	1592	2540.001
ENSMUSG00000002228	51	39	67	29	28	38	52	24	51
ENSMUSG00000002233	9736.001	8924.999	10209	7437.001	9762	9845	10752	7288.001	10907
ENSMUSG00000002240	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	1092.999	877.999	1037.999	691	1008.001	937.001	1125	763.999	1161
ENSMUSG00000002250	2181	1880	2143.999	1792.999	2403.001	2222.999	2571	1862	2642
ENSMUSG00000002257	361	355	395	285	402	397	486	324	480
ENSMUSG00000002265	0	0	0	0	0	0	0	0	0
ENSMUSG00000002266	0	0	0	0	0	0	0	0	0
ENSMUSG00000002274	2607	2363	2673.999	2088.999	2811.001	2686.999	3036	2110.001	2974
ENSMUSG00000002279	658.999	563.999	655.999	400	592	579	592.001	422	541
ENSMUSG00000002280	538.999	496	562.001	522	689	653	876	552.001	887.999
ENSMUSG00000002289	4	0	2	8	12	8	8	4	5
ENSMUSG00000002297	4615.999	4007.999	4559	3259	4325.001	3915.999	4901.999	3206.001	5087.001
ENSMUSG00000002307	1387.999	1336	1451.002	948	1341.001	1434	1318.999	882	1382
ENSMUSG00000002308	2295.999	2123.999	2510	1437	1993	1742.001	1916	1234	1889
ENSMUSG00000002319	3483.001	3080.001	3378	2529.701	3666	3396.999	3386.001	2167.5	3221.1
ENSMUSG00000002320	3513	3294	3602.999	2444.715	3379	3100	3227.001	2144.812	2964.256
ENSMUSG00000002324	0	0	2	0	0	0	0	0	0
ENSMUSG00000002325	553.001	526	498	363	448	423.001	484	328.001	539.999
ENSMUSG00000002326	984	898.001	953	674	1028	966.999	1163.001	774	1097
ENSMUSG00000002329	1865.001	1734	1976.999	1023	1461	1277	1237	868	1257
ENSMUSG00000002332	3496	2979.999	3400	2730	4019	3622	4049	2842	4195.999
ENSMUSG00000002341	0	1	2	2	0	1	0	2	0
ENSMUSG00000002342	5082	4554.001	5052.998	2720.002	3921.001	3531.002	3387.002	2282.001	3297
ENSMUSG00000002343	612.999	518.001	626.999	464.999	745	618	740.999	460	738.999
ENSMUSG00000002345	821.999	938	969	636.999	893.001	615	816	454	732
ENSMUSG00000002346	579	514	528	342.001	455.001	467.001	577	372	520
ENSMUSG00000002365	2819	2510	2758	2398	3208	2960	2920	2062	3097
ENSMUSG00000002372	3206	3076	3463.999	2791	3661	3452.001	3521.001	2583.999	3587
ENSMUSG00000002379	3174	2913	3438	2231.001	3084	2998	3285.001	2152	3208
ENSMUSG00000002384	0	0	0	0	0	0	0	0	1
ENSMUSG00000002393	2218	2029	2331	1979	2662	2266	2632.001	1792	2629
ENSMUSG00000002395	2835	2614.001	2965.002	1916.999	2347	2328	2480.999	1678	2453
ENSMUSG00000002396	522	499	615	378.001	526	495.999	559	358	471
ENSMUSG00000002409	1156	970	1206	595	834	818	761	516	697
ENSMUSG00000002413	1400.001	1296	1351	868	1205	1017	1279	866	1296
ENSMUSG00000002416	1186	1078.999	1278	934	1411	1453.998	1494.999	888	1372.999
ENSMUSG00000002428	1601	1431	1486	1108.005	1494	1356.999	1551.999	1060	1607
ENSMUSG00000002455	3150	2787	3147	2054	2879	2680	2570	1860	2593
ENSMUSG00000002458	1238	1160	1334.998	1026	1190	1206.999	1253.999	846	1238
ENSMUSG00000002459	185	146	166	160	226	200	283	164	264
ENSMUSG00000002475	44	44	46	23	42	36	36	24	44
ENSMUSG00000002477	4411	4005	4403	3317	4605	4342	4255	2908	4429
ENSMUSG00000002486	502	426.001	474	405	531	484.999	536	340	559
ENSMUSG00000002489	778	771.001	798	911.999	1226	1099.001	1232	832	1254.999
ENSMUSG00000002496	2394	2212	2415	1714	2294	2128	2381.999	1580.001	2263
ENSMUSG00000002500	1	0	1	1	0	0	1	0	0
ENSMUSG00000002504	2186	2051.001	2186	1312	1772	1636.001	1800	1134	1830
ENSMUSG00000002524	10829	10086.999	10808.999	7480	9934	9788.001	9966	6919.999	9864
ENSMUSG00000002546	6623	5804.001	6395.001	3363	4404.001	4078	4022	2732.001	3986.999
ENSMUSG00000002550	2059	1893	2101.998	1435.999	1960.996	1824.001	2067.001	1434	2081
ENSMUSG00000002565	3	3	9	3	2	0	8	4	5
ENSMUSG00000002578	73	87	101.001	63	65.001	55	70.001	42	66
ENSMUSG00000002580	2118	1793	2155	1304	1744	1657	1606	1082	1660
ENSMUSG00000002588	0	0	0	0	0	0	0	0	0
ENSMUSG00000002602	16905	15409.999	17068.001	14224	18994.999	17714.001	21770.001	14151.999	21169.001
ENSMUSG00000002603	2457	2144	2455	1635	2238.999	2211	2151	1348	2313
ENSMUSG00000002608	1044	927	1054.999	912	1182	1142.999	1168.001	838	1216
ENSMUSG00000002617	73.001	53	73.001	81	90	66	158	94	137
ENSMUSG00000002625	1661.999	1433	1617.999	783.999	1044.001	1009.001	953.001	668	939.999
ENSMUSG00000002633	0	0	0	0	0	0	0	0	0
ENSMUSG00000002635	836	777	924.001	506	623	669	647	434	632
ENSMUSG00000002658	2532	2371	2586	2293	2897	2844	3037	2026	3113
ENSMUSG00000002660	2066	1923	2326	1356	1818	1846	1663	1182	1698
ENSMUSG00000002661	792	756	864	387	562	561	525	362	502
ENSMUSG00000002664	1	0	0	0	0	0	0	0	0
ENSMUSG00000002668	0	0	0	0	0	0	0	0	0
ENSMUSG00000002679	567	499	589	484	729	691	855	538	791.999
ENSMUSG00000002688	1275	1196	1315	646	885	859	770	546	773
ENSMUSG00000002699	0	0	0	0	0	0	0	0	0
ENSMUSG00000002718	4186.001	3684.999	4178	4251	5676	5351	5773.999	3990	6099
ENSMUSG00000002728	1886.017	1597.877	1769.934	1286.969	1595.98	1591.907	1714.958	1095.97	1648.898
ENSMUSG00000002731	1954	1638	1950	1072	1434	1350	1449	964	1615
ENSMUSG00000002732	1303	1246	1402	905	1175	1102	1051	752	986
ENSMUSG00000002733	1413	1240	1479	971	1387	1248	1470	1030	1425
ENSMUSG00000002741	5761	5050	5911	5190	7204	6468	7194	4734	7086
ENSMUSG00000002748	2855	2437	2646	3628	4791.999	4536	4856	3346	4941
ENSMUSG00000002763	1452	1234	1421	1230	1679	1546	1569	1208	1695
ENSMUSG00000002767	3235	3019	3353.999	2232	3099	2938	3166	2138	3104
ENSMUSG00000002768	3665	3277.999	3692.001	2522.999	3505	3114.999	3338	2356	3486
ENSMUSG00000002769	3	1	1	0	5	2	3	0	0
ENSMUSG00000002771	28	30	34	41	52	40	33	28	43
ENSMUSG00000002778	6104	5619	6281	3849	5465	5020	5049.001	3494.001	5207.001
ENSMUSG00000002781	664	583	666	489	655.001	631.999	687.999	487.999	687.999
ENSMUSG00000002791	0	0	0	0	0	0	0	0	0
ENSMUSG00000002797	544	413.001	536	421	475	526	543.999	356	535.999
ENSMUSG00000002799	14	17	19	28	33	45	55	48	63.999
ENSMUSG00000002803	206.999	181	173.999	146	211	214	264.999	130	239.001
ENSMUSG00000002804	1464	1432.001	1564	881.001	1182.001	1052.999	1209	812	1234
ENSMUSG00000002808	1847	1595	1822	1718.999	2300	2256	2536	1664	2559
ENSMUSG00000002812	4954.999	4439	4978	3268	4483.999	4205	4261	2786	4253
ENSMUSG00000002814	467.001	412	510.001	414.001	560	534	703.999	452	612
ENSMUSG00000002820	515	439	530.001	458	624	616	882.001	582	915.999
ENSMUSG00000002825	408	340	380	267	361	297.001	333.999	178	282
ENSMUSG00000002831	255	209	257	127	157	139	178	110	173
ENSMUSG00000002833	3979	3569	3764	3090	3971.999	3737	4139.999	2814	4133.001
ENSMUSG00000002835	7783	6676.999	7366	5583	7265	7084.001	7071.001	4624.001	7279.999
ENSMUSG00000002844	4834	4391	4798	3091	4177	3861	4355	2980	4291
ENSMUSG00000002845	1835.999	1602.999	1852	914	1195	1135	1025.999	643.999	974.001
ENSMUSG00000002846	1373	1257	1268	996	1375	1326	1460	1132	1446
ENSMUSG00000002847	271	267	264	296	386	376	400	290	428
ENSMUSG00000002870	15397	13707	15106	10643.999	14472	13664	13003	8702.001	12894
ENSMUSG00000002871	1183	1037.999	1144	772.999	1162.999	1109	1156.001	769.999	1168
ENSMUSG00000002881	3461	2906	3451	2627	3638	3364	4019	2682	4212
ENSMUSG00000002885	470	388.001	452	379	536	455	559.001	416	586
ENSMUSG00000002897	517	442.001	497	481	656.999	630	790.999	530	774
ENSMUSG00000002900	12550	11098.999	12421	8946.001	12168	11364	12346	8154.001	12196.999
ENSMUSG00000002908	51	61	39	30	40	49	59	50	61.999
ENSMUSG00000002910	602.001	574.999	652	276	371	372	235.001	162	251
ENSMUSG00000002930	0	0	0	0	0	0	0	0	0
ENSMUSG00000002944	24	13	25	13	11	14	22	8	22
ENSMUSG00000002948	3756.362	3478.075	3987	2135.274	2868.108	2611.274	2407.963	1726	2508.858
ENSMUSG00000002949	2385	2346	2492.999	2064	2790	2599.001	2880.999	1944	2900.001
ENSMUSG00000002957	12566	11117	12226	7630	10750	9933	10306	6958	10325
ENSMUSG00000002963	1335.999	1209.999	1242	922	1259.999	1182.999	1310.001	886	1314.999
ENSMUSG00000002968	2915	2462.998	2825.998	1920.001	2503	2394	2361	1584	2519.999
ENSMUSG00000002980	7	2	11	6	7	6	15	10	5
ENSMUSG00000002981	6669	6235.999	6890	4273.999	5791	5380	5436.999	3500	5384
ENSMUSG00000002983	1414	1310.999	1366.999	811	1153	1031.001	975.001	716	1005.999
ENSMUSG00000002984	1831	1656.002	1895	1927.001	2727.001	2642.001	2534	1650	2553.001
ENSMUSG00000002985	16.999	18.001	11	11	29	10	26.999	8	29
ENSMUSG00000002992	2	0	1	0	0	1	1	0	0
ENSMUSG00000002996	2882.001	2448	2824	1795.999	2637.001	2524	2787	1997.999	2813.999
ENSMUSG00000002997	5437.999	4854	5531.999	4956.999	6564	6194	7165	4858	7359.999
ENSMUSG00000003031	3993	3391	3781	2232	2890.001	2761.001	2672	1754	2793
ENSMUSG00000003032	406	379	401	659	912	875	990	702	1043
ENSMUSG00000003033	2347.999	2203.001	2503.001	2059	2904.001	2633	2812	1942	2816.999
ENSMUSG00000003037	4128.999	3699.999	4124	3371	4626	4578	4860	3564	4953.001
ENSMUSG00000003038	5056.033	4617.5	5469.249	4447.963	6081.206	6095.123	5639.801	3660.083	5632.467
ENSMUSG00000003039	1942	1774	1938	2319	2729	2710	3054	2048	3243
ENSMUSG00000003051	79	78	84	114	139	125	186	134	205
ENSMUSG00000003053	0	0	0	0	0	0	0	0	0
ENSMUSG00000003062	1737	1397.001	1689	1182.001	1607	1493.001	1673	1290	1822.999
ENSMUSG00000003068	4502	4150	4532	3165.001	4337.999	3925	4214	2782	4166
ENSMUSG00000003070	141	103	116	110	136	117	158	90	147
ENSMUSG00000003072	8683	7865.999	8772	6211	8431	7975.999	8814	5836	8749
ENSMUSG00000003099	2102	1906.001	2195.001	1679	2222	2008	2066	1390	2020
ENSMUSG00000003119	1143.001	1083.001	1168.999	856.001	1198	1127.001	1219	807.999	1322
ENSMUSG00000003123	151	122	172	98	144	123	170	132	152
ENSMUSG00000003131	5343.001	4675.001	5310.999	5866.999	7503.999	7218.999	8824	5926.001	8434.001
ENSMUSG00000003134	95	94	90	65	94	62	128	88	115
ENSMUSG00000003135	1039	946	1054	1112	1589	1340	1679	1112	1586
ENSMUSG00000003153	33	33	32	30	33	40	29	22	31
ENSMUSG00000003154	713	671	642	452	629	552	599	340	641
ENSMUSG00000003161	5219.999	4870	5408	3920	5458	5084	5521	3680	5442
ENSMUSG00000003166	2282	1947.001	2346.999	2231	3254.517	2808.999	3239.778	2195.999	3297.001
ENSMUSG00000003184	405	403	422	550.001	685.001	683	1012.001	661.999	900.001
ENSMUSG00000003190	331.999	285.999	315	293.001	372	346	460	288	417.001
ENSMUSG00000003198	31	27	35.279	64.098	77	81	88.664	58	100
ENSMUSG00000003199	4703.999	4290.999	4815.999	3207.999	4682.001	4222.999	4756.999	3208.001	4745.999
ENSMUSG00000003200	5295	4799	5273	3796	5165	4924	5361.001	3524	5321
ENSMUSG00000003206	1	1	0	0	0	0	0	0	1
ENSMUSG00000003208	362	354	375	331	424	400	441	270	426
ENSMUSG00000003226	3654	2815	3232	2941	4009	3719	4455	3152	4487
ENSMUSG00000003227	16	20	26	9	13	10	12	8	13
ENSMUSG00000003228	1966.776	1652	1886	1447	1882.999	1914.78	2462.96	1720	2425.952
ENSMUSG00000003233	1511	1305	1492	1076	1418	1324.001	1457.001	916	1532
ENSMUSG00000003234	2077	1862.001	2166	1379	1925	1788	1986	1375.999	1889
ENSMUSG00000003235	3923.001	3386	3772	2712	3588	3297	3596	2442	3791
ENSMUSG00000003269	4271	3907	4178.001	2134	2879	2634.999	2373	1615.999	2275.001
ENSMUSG00000003271	5	2	4	5	4	1	7	4	9
ENSMUSG00000003273	125.999	99	163.001	62	72	91	90	54	85
ENSMUSG00000003279	0	0	0	0	0	0	0	0	0
ENSMUSG00000003282	27	16	17	16	23	27	36	28	38
ENSMUSG00000003283	15	20	14	24	47	22	36	26	38
ENSMUSG00000003299	2319	2109.999	2414.001	1689	2260	2141.999	2299	1552.001	2393.999
ENSMUSG00000003308	1960	1812.001	2018	1941.001	2631.001	2425	2854.999	1946.001	2798
ENSMUSG00000003309	0	0	4	0	0	0	0	0	1
ENSMUSG00000003316	21218	18775	20013	14282	19517.001	18267.001	19222.999	13712	19507
ENSMUSG00000003341	81	59	69	30	52	43	50	34	37
ENSMUSG00000003344	2432.999	2262	2442	1706	2376	2039	2169	1478	2216
ENSMUSG00000003345	4359.001	3950.999	4469	3735	4932.999	4746	5123.001	3320	5371.999
ENSMUSG00000003346	3098	2904	3046	2221	3113	2828	3230.999	2274	3214
ENSMUSG00000003348	805	771	878	760	1082	968	1263	832	1356
ENSMUSG00000003352	5607	5031.001	5632	3362	4554.999	4280	4599.001	3168	4530.001
ENSMUSG00000003354	15	5	17	6	26	19	19	10	19
ENSMUSG00000003355	2123	2045	2109	1671	2306	2204	2510	1646	2438
ENSMUSG00000003360	6846.001	6180	6682.999	5742	7406.001	7268.999	7596	5014	7596.999
ENSMUSG00000003363	4289.999	3926.001	4438	2522	3387	3088.001	3332	2328.001	3224
ENSMUSG00000003378	2105.999	1830.999	1999	1228	1754	1605	1745.001	1192.001	1777.999
ENSMUSG00000003379	1	0	0	0	0	0	0	2	1
ENSMUSG00000003380	6018.001	5578	6184.001	3410	4561	4219.001	4547	3002	4258
ENSMUSG00000003382	2394.99	2131	2383	1666.996	2205.001	1967.994	2207.999	1646	2274.001
ENSMUSG00000003402	10786	9539	10672	6863.999	9347	8987	8701.999	5730	8501
ENSMUSG00000003410	1	0	0	0	1	0	1	0	0
ENSMUSG00000003411	1034	837	975.999	742	1031.001	980	1092	774	1129
ENSMUSG00000003418	0	0	0	0	0	0	0	0	0
ENSMUSG00000003420	4300.999	3995.001	4354.001	2424.001	3396	3109	3271	2220	3261.001
ENSMUSG00000003421	1643.001	1395	1714	1058.999	1524.999	1383	1519	885.999	1414
ENSMUSG00000003423	1878.999	1671	1836	1205.999	1650.001	1601.001	1752	1230	1718
ENSMUSG00000003429	32791.999	29652	33826.999	21713.001	29631.999	28594.995	29230.999	19457.999	28083.999
ENSMUSG00000003435	6300.001	5639	6231.999	4509.001	5834	5305	5615	3684	5536.999
ENSMUSG00000003436	0	3	0	0	1	0	0	2	0
ENSMUSG00000003437	1327.001	1135.001	1271.999	1194.999	1601	1606	1773.001	1170	1688
ENSMUSG00000003438	3105	2877	3158	2081	2791	2599	2650.001	1792.001	2638
ENSMUSG00000003444	627	569	579	465	652	570	599	388	620
ENSMUSG00000003452	33	27.999	28	44	45.001	53	55	32.001	55
ENSMUSG00000003458	4304	3884.001	4464	3050.999	4010	3693	3775	2624.001	3754
ENSMUSG00000003464	3205	3001.001	3456.001	2503	3614	3159	3566.001	2609.999	3555
ENSMUSG00000003469	8	1	9	3	6	9	10	4	4
ENSMUSG00000003476	2	0	2	0	0	2	0	0	1
ENSMUSG00000003477	0	0	0	0	0	0	0	0	0
ENSMUSG00000003484	1	0	1	0	0	0	0	0	2
ENSMUSG00000003500	3191.001	2910	3292.999	2472.999	3475.999	3287.999	3535	2382	3429.001
ENSMUSG00000003505	0	0	0	0	0	0	0	0	0
ENSMUSG00000003518	2500	2247.001	2549	1503	2086.001	1949	2382	1546.001	2226
ENSMUSG00000003526	59	56.999	63	75.999	89	83	121	74	91.999
ENSMUSG00000003527	1348	1266	1363.001	899	1158	1173	1248	802	1211
ENSMUSG00000003528	3825	3556.999	3938	2309.001	3310.999	3135	3240	2400	3313
ENSMUSG00000003531	3967	3726	4234	2445	3463	3013	3238	2236	3357
ENSMUSG00000003534	2742	2452	2745.998	2078.998	2990.001	2772	3225.999	2217.998	3268.998
ENSMUSG00000003541	10871	9942	10938	7356	10227	9533	12028	8472	12292
ENSMUSG00000003545	76	57	76	77	129	122	143.001	102	158
ENSMUSG00000003546	1377	1273	1346	737	1013	939	1003	620	922
ENSMUSG00000003549	309	290	333	281.999	401.001	358	375	230	399.999
ENSMUSG00000003555	0	0	0	0	0	1	1	0	0
ENSMUSG00000003559	23.999	26	32	25	26	31	25	18	28
ENSMUSG00000003573	2134	2057	2323	2000.999	2922.999	2546.999	2732	1976	2797.001
ENSMUSG00000003575	1020	876.999	982	839	1060	1000	1087.999	760	1079
ENSMUSG00000003581	986	853.999	980	551	737	661	565	414	596.001
ENSMUSG00000003585	183	147	159	138	162	167	191	148	172
ENSMUSG00000003604	96	93	112	100	107	126	117	60	119
ENSMUSG00000003617	2810	2474.999	2736	3004.001	4136.999	3779.999	3788	2411.999	3782.001
ENSMUSG00000003623	2457	2109	2276	1757	2330	2213	2582	1804.001	2580
ENSMUSG00000003644	1433	1303	1408	1102	1506.001	1344	1564	1132	1559
ENSMUSG00000003657	0	0	0	0	0	0	0	0	0
ENSMUSG00000003660	4728	4062	4275	3390	4370	4209	4205	2858	4061
ENSMUSG00000003662	1701	1519.001	1645.999	1144	1566	1448	1799	1156	1811
ENSMUSG00000003665	0	1	0	0	0	2	1	6	0
ENSMUSG00000003680	898	790.999	921	803.999	1105	1065.001	1142	775.999	1237.999
ENSMUSG00000003721	5386	4731	5408	3417.999	4882	4396.001	5215.999	3400	4880
ENSMUSG00000003731	4528	4084	4230	3234.001	4429.999	3996	4379.001	3028	4473
ENSMUSG00000003746	567	523	597	445	611	538.001	650.001	378.001	576.999
ENSMUSG00000003752	903.999	813	924.999	435	572	532	484	300	453
ENSMUSG00000003762	567.999	490.999	584	412	640.001	549	654	318	613
ENSMUSG00000003778	2067.001	1899.002	1987.999	1538	2121.999	2059.999	2308.999	1576.001	2344
ENSMUSG00000003779	6119.999	5440.001	6177	4641.001	6086.999	5696.999	6519.999	4528.001	6580.001
ENSMUSG00000003808	3609.001	3399	3724	3047.001	3940	3779	3842	2493.999	3776.999
ENSMUSG00000003809	1745	1522	1691	1183.999	1644	1465.999	1691	1118	1632.999
ENSMUSG00000003810	2771	2439.001	2654.999	1852	2712.001	2541	2864.001	1994	2985
ENSMUSG00000003812	2231.001	1961.999	2262.001	1404.001	1896	1725	1924	1164.001	1943
ENSMUSG00000003813	4489.001	4088	4759.001	3561	4853.001	4718	4763	3420.001	4868.998
ENSMUSG00000003814	50721	44198	50724	37064.999	47822	44646	41384.999	27874	41653
ENSMUSG00000003824	907	822	954.999	684	854	830	821	623.999	898.001
ENSMUSG00000003847	3894.001	3407	3653	3173.001	4144	3718.001	4761.001	3067.999	4729.999
ENSMUSG00000003848	3059	2842	3088	2083	2695.999	2617	2541.001	1764	2588
ENSMUSG00000003849	5226	4519	5184	5045	6853	6491	10193	6694	10190
ENSMUSG00000003863	106	83	102	64	85.001	78.999	94	78	91.999
ENSMUSG00000003865	5330	4745	5374.001	4419	6077	5616	6603.999	4250	6647
ENSMUSG00000003868	4719.001	4266	4573.001	3806	5031	4827.999	5237.999	3566	5070
ENSMUSG00000003872	67	54	45	26	29	31	26	22	23
ENSMUSG00000003873	3853	3888.001	4053.001	3129	5170.991	3771.001	5060.001	2884	5059
ENSMUSG00000003882	0	0	0	0	0	0	0	0	0
ENSMUSG00000003923	1452	1250.001	1376	1461	1931.001	1817	2337	1528	2221.001
ENSMUSG00000003929	833	798	893	587	744	726.001	784	574	790.001
ENSMUSG00000003934	1	0	2	3	5	12	13	2	9
ENSMUSG00000003948	4283.099	3834.694	4233.857	3966.209	5289.5	5029.443	6169.435	4303.949	6249.031
ENSMUSG00000003949	327	266	298.999	139	223	212	228	160	200
ENSMUSG00000003955	8761	8280.001	9525	7389.999	10153	10317	11268	7479.999	11033
ENSMUSG00000003970	87712.999	78886.997	88859.999	53168.998	73634	69943.998	69645	47222.001	70809.991
ENSMUSG00000003974	0	0	0	0	0	0	0	0	0
ENSMUSG00000003992	1537.999	1395	1610	1418	1925	1847.001	1976.999	1272	1855.001
ENSMUSG00000004018	275	262	279	328.001	460	446	487	342	471
ENSMUSG00000004031	0	0	0	0	0	0	0	0	0
ENSMUSG00000004032	4401.001	3898.999	4487	2590	3721	3514	3571	2274	3516.999
ENSMUSG00000004035	145	91	109	116	143	120	195	124	188
ENSMUSG00000004038	3.001	4	4	6.002	6.002	8	6	12	13
ENSMUSG00000004040	5165	4670.999	4811.001	3547.001	4851.001	4473	5146	3477.999	5281
ENSMUSG00000004043	1899.249	1664.308	1849.482	1616.315	2239.273	2090	2504.479	1548.381	2354.77
ENSMUSG00000004044	19484	17201	18280	21649	27923	27790	28854	19518	29989
ENSMUSG00000004054	1259	1080	1245	1209	1783.001	1497.001	2090	1452	1963.999
ENSMUSG00000004056	5717.983	5356.001	5796.986	4133.986	5562	5266.963	5288	3816	5636.996
ENSMUSG00000004069	2570	2165	2524	1564	2116.385	1886.048	2097.239	1334	2157
ENSMUSG00000004070	2477.999	2197	2457	1832	2481	2277.001	2454.001	1686	2509
ENSMUSG00000004071	854	758	822.001	530.999	741	643	622	342	643.999
ENSMUSG00000004085	1711	1462.001	1510	1526	2082.999	2023	2538.999	1599.999	2472.001
ENSMUSG00000004096	3531	3117	3830	2745	3278	3183	3110	2188.001	3044
ENSMUSG00000004098	6	5	5	12	11	10	9	4	9
ENSMUSG00000004099	8629	7467.999	8127	7151	9265	8903.001	9916.001	6618	10081
ENSMUSG00000004100	432	311.999	373	647	788.999	834	788	566	924
ENSMUSG00000004105	1389	1233	1287.001	1561.999	2158	2121.001	2364	1525.999	2483
ENSMUSG00000004110	0	0	0	0	0	0	0	0	0
ENSMUSG00000004113	268	213	258	198.999	224	227	228.001	176	257
ENSMUSG00000004127	326	291	311	270	352	301	326.001	240	346
ENSMUSG00000004151	66	69	77	102	130.999	128.001	159	116	182.001
ENSMUSG00000004187	32	39	54	40	57	47	32	54	58.999
ENSMUSG00000004207	42290	39198	42527.001	26514	36883.001	33785	34217	22944	33374
ENSMUSG00000004221	1491	1345	1418	1372	1795	1721.999	2195.001	1584.001	2165.001
ENSMUSG00000004231	7	8	11	18	16	18	20	8	19
ENSMUSG00000004233	334.001	288.999	338	260	362	340	360	216	309
ENSMUSG00000004263	3146	2806	3104	2503	3213.781	3159	3229.769	2340	3244
ENSMUSG00000004264	8015	7335	8281	6122.999	8148.999	7796	7829.998	5286	7792
ENSMUSG00000004266	59	56	55	52	84.001	69	100	44	77
ENSMUSG00000004267	9068.001	8215.001	8953.998	3516	4580	4274	2780.999	1955.998	2753.001
ENSMUSG00000004268	3182	3042.001	3277.001	2304.001	3160.001	2965	2976	1982.001	3088
ENSMUSG00000004270	1286.002	1121	1201	1323	1803.001	1615	1787	1188	1734
ENSMUSG00000004285	4893.97	4646	5152.954	3001	4093.941	3884.927	4026.974	2824	4015
ENSMUSG00000004296	5	0	2	1	2	0	0	0	1
ENSMUSG00000004317	1235.001	1112	1206	912	1267	1202	1377	938	1263.001
ENSMUSG00000004319	1437	1232.001	1407	1350	1819.001	1710.001	2083	1437.999	2089
ENSMUSG00000004328	0	0	1	2	3	0	0	0	1
ENSMUSG00000004341	2	0	0	1	1	0	0	0	0
ENSMUSG00000004344	0	0	0	0	0	0	0	0	0
ENSMUSG00000004347	1	2	1	0	0	0	3	2	5
ENSMUSG00000004356	591	534	513	560	897.001	804	846	574	811
ENSMUSG00000004359	0	0	0	0	0	0	0	0	0
ENSMUSG00000004360	1	0	1	7	15	10	10	10	7
ENSMUSG00000004364	6795.999	5871	7008.999	4425	5959.001	5639.999	5389.001	3526.001	5385
ENSMUSG00000004366	0	0	0	0	0	0	0	0	0
ENSMUSG00000004371	146	139	119	73	86	108	115	60	85
ENSMUSG00000004383	1597	1424	1539	1532	2129	1989.999	2328	1632	2368
ENSMUSG00000004393	1830	1672	1797	1736	2474	2261.001	2336	1542	2313
ENSMUSG00000004394	6691	6402	6899.999	4027	5516	5064	5066	3612	5074
ENSMUSG00000004415	0	0	1	0	1	0	0	0	0
ENSMUSG00000004446	870	772	960	814	1134.001	1010.999	1061	724	1078
ENSMUSG00000004451	2589	2267	2582	2225	3075	2836.001	3345	2300	3406
ENSMUSG00000004455	15364.319	13569.58	15278.625	12845.153	17716.356	16355.096	18858.592	12700.677	18677.774
ENSMUSG00000004460	2671.999	2304	2781	2307	3112	2914	2910	1986	2903
ENSMUSG00000004462	275	257	299.999	282.998	327.999	329	321	202	366.001
ENSMUSG00000004473	30	34	29	44	39	53	65	50	45
ENSMUSG00000004500	141	159	178.999	221.999	287	279	394.001	222	370
